tracker_idx,doc_number,tracker_file,tracker_category,req_name,req_category,confidence
436,397,Appendix O11.B.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
437,397,Appendix O11.C.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
438,397,Appendix O11.D.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
439,397,Appendix O11.E.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
440,397,Appendix O11.F.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
441,397,Appendix O12.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
442,397,Appendix O14.A.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
443,397,Appendix O14.B.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
444,397,Appendix O15.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
445,397,Appendix O2.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
446,397,Appendix O3.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
447,397,Appendix O5.A.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
448,397,Appendix O5.B.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
449,397,Appendix O6.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
450,397,Appendix O8.A.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
451,397,Appendix O8.B.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
452,397,Appendix O8.C.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
453,397,Appendix O8.D Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
454,397,Appendix O8.D.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
455,397,Appendix O8.E.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
456,397,Appendix O8.F.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
457,397,Appendix O8.G.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
458,397,Appendix O8.H.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
459,397,Appendix O8.I.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
460,397,Appendix O8.J.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
461,397,Appendix O8.L.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
462,397,Appendix O8.M.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
463,397,Appendix O9.A.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
464,397,Appendix O9.B.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
465,397,Appendix O9.C.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
466,397,Appendix O9.D.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
467,397,Appendix O9.E.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
468,397,Appendix O9.F.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
469,397,Appendix O9.G.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
470,397,Appendix O9.H.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
471,397,Appendix O9.I.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
472,397,Appendix O9.J Cover_Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
473,397,Appendix O9.J.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
474,397,O1 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
475,397,O10 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
476,397,O11 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
477,397,O11.A Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
478,397,O11.B Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
479,397,O11.C Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
480,397,O11.D Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
481,397,O11.E Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
482,397,O11.F Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
483,397,O12 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
484,397,O13 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
485,397,O14 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
486,397,O14.A Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
487,397,O14.B Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
488,397,O15 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
489,397,O2 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
490,397,O3 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
491,397,O5 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
492,397,O5.A Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
493,397,O5.B Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
494,397,O6 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
495,397,O7 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
496,397,O8 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
497,397,O8.A Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
498,397,O8.B Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
499,397,O8.F Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
500,397,O8.G Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
501,397,O8.H Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
502,397,O8.I Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
503,397,O8.J Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
504,397,O8.L Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
505,397,O8.M_Cover_Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
506,397,O9 Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
507,397,O9.A Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
508,397,O9.B Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
509,397,O9.C Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
510,397,O9.D Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
511,397,O9.E Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
512,397,O9.F Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
513,397,O9.G Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
514,397,O9.H Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
515,397,O9.I Cover Sheet.pdf,7 - Appendices: O - Design Documentation,Contract File Index,O - Design Documentation,3.0
516,438,02_Appendix P1.A_Corps Permit (DA permit) Modification.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
517,440,03_Appendix_P1.B_2017 Corps of Engineers 404 Permit Update.p,7 - Appendices: P - Permits and Approvals,Corps Section 404 Permit,P - Permits and Approvals,4.5
518,466,04_Appendix P4.H_Water Quality Certification Amendment 7.pdf,7 - Appendices: P - Permits and Approvals,Water Quality Certification,P - Permits and Approvals,8.0
519,438,05_Appendix P5.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
520,438,06_Appendix P6 Rev.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
521,438,07_Appendix P6.A Rev.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
522,438,08_Appendix P7.A.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
523,438,Appendix P Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
524,438,Appendix P1.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
525,438,Appendix P2.A.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
526,438,Appendix P2.B.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
527,438,Appendix P3.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
528,438,Appendix P4.A.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
529,438,Appendix P4.B.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
530,438,Appendix P4.C.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
531,438,Appendix P4.D.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
532,438,Appendix P4.E.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
533,438,Appendix P4.F.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
534,438,Appendix P4.G.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
535,438,Appendix P5.A.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
536,438,Appendix P6.B.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
537,438,Appendix P7.B.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
538,438,Appendix P7.C.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
539,438,Appendix P7.D.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
540,438,Appendix P7.E.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
541,438,Appendix P7.F.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
542,438,Appendix P7.G.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
543,438,Appendix P7.H.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
544,438,Appendix P7.I.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
545,438,Appendix P7.J.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
546,438,Appendix P7.K.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
547,438,Appendix P7.L.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
548,438,Appendix P7.M.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
549,438,Appendix P7.N.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
550,438,Appendix P7.O.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
551,438,Appendix P7.P.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
552,438,Appendix P7.Q.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
553,438,Appendix P8.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
554,438,P1 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
555,438,P2 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
556,438,P2.A Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
557,438,P2.B Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
558,438,P3 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
559,438,P4 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
560,438,P4.A Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
561,438,P4.B Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
562,438,P4.C Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
563,438,P4.D Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
564,438,P4.E Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
565,438,P4.F Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
566,438,P4.G Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
567,438,P6 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
568,438,P6.A Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
569,438,P6.B Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
570,438,P7 Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
571,438,P7.A Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
572,438,P7.B Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
573,438,P7.C Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
574,438,P7.D Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
575,438,P7.E Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
576,438,P7.F Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
577,438,P7.G Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
578,438,P7.H Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
579,438,P7.I Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
580,438,P7.J Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
581,438,P7.K Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
582,438,P7.L Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
583,438,P7.M Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
584,438,P7.N Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
585,438,P7.O Cover Sheet.pdf,7 - Appendices: P - Permits and Approvals,Coastal Zone Management Consistency,P - Permits and Approvals,3.0
586,626,Appendix V2.pdf,7 - Appendices: V - Quality Assurance,QMP Outline,V - Quality Assurance,3.0
587,626,V Cover Sheet.pdf,7 - Appendices: V - Quality Assurance,QMP Outline,V - Quality Assurance,3.0
588,626,V2 Cover Sheet.pdf,7 - Appendices: V - Quality Assurance,QMP Outline,V - Quality Assurance,3.0
589,005,VOLUME 1 OF 3 SECTIONS 1 THROUGH 6 GRAHAM SR 520 Montlake to,8 - Design-Builder Proposal,Design-Builder's Proposal (3 volumes),,15.0
590,005,VOLUME 3 OF 3 APPENDICES D AND E GRAHAM SR 520 Montlake to L,8 - Design-Builder Proposal,Design-Builder's Proposal (3 volumes),,15.0
591,795,C-9015 CO 96 WSDOT Sign Changes - signed.pdf,1 - Change Orders,096_WSDOT Sign Changes (PCO 114) (Executed),,15.0
592,767,C9015 068 COVID Monthly Costs for Sanit. - signed.pdf,1 - Change Orders,068_COVID Monthly Costs for Sanit (PCO 157) (Executed),,15.0
593,775,C9015 C076 Demo of Ex. Seismic Retrofit - signed.pdf,1 - Change Orders,076_Demo of Ex. Seismic Retrofit (PCO 135) (Executed),,15.0
594,749,C9015 CO 050 E-Signature Change Orders - signed.pdf,1 - Change Orders,050_E-Signature Change Orders (PCO 177) (Executed),,15.0
595,750,C9015 CO 051 COS Signal Pole Finishes - signed.pdf,1 - Change Orders,051_COS Signal Pole Finishes (PCO 106) (Executed),,15.0
596,751,C9015 CO 052 Montlake Temp Market Space - signed.pdf,1 - Change Orders,052_Montlake Temp Market Space (PCO 077) (Executed),,15.0
597,752,C9015 CO 053 Transite in Barrier Brg Struc - signed.pdf,1 - Change Orders,053_Transite in Barrier Brg Struc (PCO 134) (Executed),,15.0
598,753,C9015 CO 054 Shaft Centralizer - signed.pdf,1 - Change Orders,054_Shaft Centralizer (PCO 171) (Executed),,15.0
599,754,C9015 CO 055 54-inch Waterline North Vault - signed.pdf,1 - Change Orders,055_54 in. Waterline North Vault (PCO 102) (Executed),,15.0
600,755,C9015 CO 056 Permeable Conc_Col Tree Impact - signed.pdf,1 - Change Orders,"056_Permeable Conc-Col Trees Impact (PCO 131, 141) (Executed)",,15.0
601,756,C9015 CO 057 Luminaire Mounting WDX Tunnel - signed.pdf,1 - Change Orders,057_Luminaire Mounting WDX Tunnel (PCO 149) (Executed),,15.0
602,757,C9015 CO 058 Flexible Conduit in Pier 2 - signed.pdf,1 - Change Orders,058_Flexible Conduit in Pier 2 (PCO 146) (Executed),,15.0
603,758,C9015 CO 059 COVID Pre-Suspension - signed.pdf,1 - Change Orders,059_COVID Pre-Suspension (PCO 150) (Executed),,15.0
604,759,C9015 CO 060 COVID Closeout Certification - signed.pdf,1 - Change Orders,060_COVID Closeout Certification (PCO 186) (Executed),,15.0
605,760,C9015 CO 061 NOAA Property Modifications - signed.pdf,1 - Change Orders,061_NOAA Property Modifications (PCO 059) (Executed),,15.0
606,761,C9015 CO 062 LWB Pvmt Mod-Resurf. LWB & Rke - signed.pdf,1 - Change Orders,"062_LWB Pvmt Mod-Resurf. LWB & Rke (PCO 180, 192) (Executed)",,15.0
607,762,C9015 CO 063 Powder Coating Materials - signed.pdf,1 - Change Orders,063_Powder Coating Materials (PCO 184) (Executed),,15.0
608,763,C9015 CO 064 COVID Suspension of Work - signed.pdf,1 - Change Orders,064_COVID Suspension of Work (PCO 154) (Executed),,15.0
609,764,C9015 CO 065 Fiber Conduit-Cable Revisions - signed.pdf,1 - Change Orders,065_Fiber Conduit-Cable Revisions (PCO 172) (Executed),,15.0
610,765,C9015 CO 066 CWA Amendment 2 - signed.pdf,1 - Change Orders,066_CWA Amendment 2 (PCO 201) (Executed),,15.0
611,766,C9015 CO 067 As-Built Temp Working Drawings - signed.pdf,1 - Change Orders,067_As-Built WDs-PE Encasement (PCO 152) (Executed),,15.0
612,768,C9015 CO 069 Roanoke Plz Re-Design Pricing - signed.pdf,1 - Change Orders,069_Roanoke Plz Re-design Pricing (PCO 203) (Executed),,15.0
613,769,C9015 CO 070 UL Ltg Nighttime Cir - Design - signed.pdf,1 - Change Orders,070_UL Ltg Nighttime Cir - Design (PCO 187) (Executed),,15.0
614,770,C9015 CO 071 ATM Sign Controllers - signed.pdf,1 - Change Orders,071_ATM Sign Controllers (PCO 162) (Executed),,15.0
615,771,C9015 CO 072 PLB Structure Requirements - signed.pdf,1 - Change Orders,072_PLB Structure Requirements (PCO 044) (Executed),,15.0
616,772,C9015 CO 073 PE Encase for WSDOT DI Pipe - signed.pdf,1 - Change Orders,073_PE Encase for WSDOT DI Pipe (PCO 193) (Executed),,15.0
617,773,C9015 CO 074 Reinf. Steel Working Drawings - signed.pdf,1 - Change Orders,074_Reinf. Steel Working Drawings (PCO 151) (Executed),,15.0
618,774,C9015 CO 075 FB&L FIRE Hydrant Clar. - signed.pdf,1 - Change Orders,075_FB&L Fire Hydrant Clar (PCO 196) (Executed),,15.0
619,776,C9015 CO 077 COVID Completion of Work - signed.pdf,1 - Change Orders,"077_COVID Completion of Work (PCO 165, 190) (Executed)",,15.0
620,777,C9015 CO 078 EPS Bearings - signed.pdf,1 - Change Orders,078_EPS Bearing (PCO 043) (Executed),,15.0
621,778,C9015 CO 079 TMS Workstation Modifications - signed.pdf,1 - Change Orders,079_TMS Workstation Modifications (PCO 208) (Executed),,15.0
622,779,C9015 CO 080 CAD Conformance for RFC Docs - signed.pdf,1 - Change Orders,080_CAD Conformance for RFC Docs (PCO 217) (Executed),,15.0
623,780,C9015 CO 081 Uninterruptible Power Supply - signed.pdf,1 - Change Orders,081_Uninterruptible Power Supply (PCO 169) (Executed),,15.0
624,781,C9015 CO 082 Shotcrete at RSUP Tunnel - signed.pdf,1 - Change Orders,082_Shotcrete at RSUP Tunnel (PCO 206) (Executed),,15.0
625,782,C9015 CO 083 CSL Testing Spec Modification - signed.pdf,1 - Change Orders,083_CSL Testing Spec Modification (PCO 221) (Executed),,15.0
626,783,C9015 CO 084 COS Cut-in Signal Loops - signed.pdf,1 - Change Orders,084_COS Cut-In Signal Loops (PCO 108) (Executed),,15.0
627,784,C9015 CO 085 Incr Cond Size at St Crossings - signed.pdf,1 - Change Orders,085_Incr Cond Size at St Crossings (PCO 204) (Executed),,15.0
628,785,C9015 CO 086 Sign Brdg Repair Wknd Closure - signed.pdf,1 - Change Orders,086_Sign Brdg Repair Wknd Closure (PCO 140) (Executed),,15.0
629,786,C9015 CO 087 24th Ave Signal Ctrl Cab Parts - signed.pdf,1 - Change Orders,087_24th Ave Signal Ctrl Cab Parts (PCO 166) (Executed),,15.0
630,787,C9015 CO 088 SPR Lighting Service Cabinet - signed.pdf,1 - Change Orders,088_SPR Lighting Service Cabinet (PCO 189) (Executed),,15.0
631,788,C9015 CO 089 LED Underlid Ltg Spare Parts - signed.pdf,1 - Change Orders,089_LED Underlid Ltg Spare Parts (PCO 051) (Executed),,15.0
