Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
729,030_Baebler and Giordano TCEs (PCO 096) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 030 Baebler and Giordano TCEs - signed.pdf,CO 30,LOW,Change Orders,.PDF,3.48,2021-02-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/030_Baebler and Giordano TCEs (PCO 096) (Executed)/Executed CO (Final Docs)/C9015 CO 030 Baebler and Giordano TCEs - signed.pdf
735,036_COS Interconnect on Montlake (PCO 042) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 036 COS Interconnect on Montlake - signed.pdf,CO 36,LOW,Change Orders,.PDF,0.12,2021-04-08,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/036_COS Interconnect on Montlake (PCO 042) (Executed)/Executed CO (Final Docs)/C9015 CO 036 COS Interconnect on Montlake - signed.pdf
737,038_Addl Existing Bridge As-Builts (PCO 132) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 038 Addl Existing Bridge As-Builts - signed.pdf,CO 38,LOW,Change Orders,.PDF,24.76,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/038_Addl Existing Bridge As-Builts (PCO 132) (Executed)/Executed CO (Final Docs)/C9015 CO 038 Addl Existing Bridge As-Builts - signed.pdf
739,040_Steel Casing for 54 in. Waterline (PCO 130) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 040 Steel Casing for 54 Waterline - signed.pdf,CO 40,LOW,Change Orders,.PDF,0.21,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/040_Steel Casing for 54 in. Waterline (PCO 130) (Executed)/Executed CO (Final Docs)/C9015 CO 040 Steel Casing for 54 Waterline - signed.pdf
740,041_WABN Settlement Monitoring (PCO 119) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 041 WABN Settlement Monitoring - signed.pdf,CO 41,LOW,Change Orders,.PDF,0.52,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/041_WABN Settlement Monitoring (PCO 119) (Executed)/Executed CO (Final Docs)/C9015 CO 041 WABN Settlement Monitoring - signed.pdf
742,043_Guardrail on MR Line (PCO 122) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 043 Guardrail on MR Line - signed.pdf,CO 43,LOW,Change Orders,.PDF,0.3,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/043_Guardrail on MR Line (PCO 122) (Executed)/Executed CO (Final Docs)/C9015 CO 043 Guardrail on MR Line - signed.pdf
744,045_Maturity Meters (PCO 148) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 045 Maturity Meters - signed.pdf,CO 45,LOW,Change Orders,.PDF,0.38,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/045_Maturity Meters (PCO 148) (Executed)/Executed CO (Final Docs)/C9015 CO 045 Maturity Meters - signed.pdf
745,"046_ML Early Use-PBB Conn Trail (PCO 076, 080) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 046 ML Early Use_PBB Conn Trail - signed.pdf,CO 46,LOW,Change Orders,.PDF,0.32,2020-06-23,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/046_ML Early Use-PBB Conn Trail (PCO 076, 080) (Executed)/Executed CO (Final Docs)/C9015 CO 046 ML Early Use_PBB Conn Trail - signed.pdf"
746,047_76 Gas Station Debranding (PCO 126) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 047 76 Gas Station Debranding - signed.pdf,CO 47,LOW,Change Orders,.PDF,2.25,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/047_76 Gas Station Debranding (PCO 126) (Executed)/Executed CO (Final Docs)/C9015 CO 047 76 Gas Station Debranding - signed.pdf
748,049_Conduit Re-routing (PCO 159) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,C9015 CO 049 Conduit Re-routing - signed.pdf,CO 49,LOW,Change Orders,.PDF,0.15,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/049_Conduit Re-routing (PCO 159) (Executed)/Executed CO (Final Docs)/C9015 CO 049 Conduit Re-routing - signed.pdf
747,048_Radiographic & Mag. Part. Insp (PCO 129) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,Incorporated into RFP Ch 1 & 2 (reviewed).,CO 048 Radiographic & Mag. Part. Insp. - signed.pdf,CO 48,LOW,Change Orders,.PDF,1.2,2020-06-23,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/048_Radiographic & Mag. Part. Insp (PCO 129) (Executed)/Executed CO (Final Docs)/CO 048 Radiographic & Mag. Part. Insp. - signed.pdf
700,001_WABN Plant Establishment (PCO 015) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 1 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 1 - 001_WABN Plant Establishment (PCO 015) (Executed),CO 1,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/001_WABN Plant Establishment (PCO 015) (Executed)
709,010_WABS Girder Line (PCO 038) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 10 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 10 - 010_WABS Girder Line (PCO 038) (Executed),CO 10,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/010_WABS Girder Line (PCO 038) (Executed)
710,011_Incentive Award Program Change (PCO 078) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 11 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 11 - 011_Incentive Award Program Change (PCO 078) (Executed),CO 11,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/011_Incentive Award Program Change (PCO 078) (Executed)
711,012_Crosswalks (PCO 084) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 12 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 12 - 012_Crosswalks (PCO 084) (Executed),CO 12,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/012_Crosswalks (PCO 084) (Executed)
713,014_TS Controller Submittal Sheet (PCO 072) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 14 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 14 - 014_TS Controller Submittal Sheet (PCO 072) (Executed),CO 14,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/014_TS Controller Submittal Sheet (PCO 072) (Executed)
714,"015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 15 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,"CO 15 - 015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)",CO 15,LOW,Change Orders,MISSING,0.0,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)"
715,016_Stormwater Sampling (PCO 068) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 16 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 16 - 016_Stormwater Sampling (PCO 068) (Executed),CO 16,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/016_Stormwater Sampling (PCO 068) (Executed)
716,"017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 17 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,"CO 17 - 017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)",CO 17,LOW,Change Orders,MISSING,0.0,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)"
717,018_Field Office Water and Sewer Connection (PCO 066) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 18 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 18 - 018_Field Office Water and Sewer Connection (PCO 066) (Executed),CO 18,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/018_Field Office Water and Sewer Connection (PCO 066) (Executed)
718,019_Storefront (PCO 056) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 19 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 19 - 019_Storefront (PCO 056) (Executed),CO 19,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/019_Storefront (PCO 056) (Executed)
701,002_Apprentice Util Plan Submittal (PCO 032) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 2 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 2 - 002_Apprentice Util Plan Submittal (PCO 032) (Executed),CO 2,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/002_Apprentice Util Plan Submittal (PCO 032) (Executed)
719,"020_CO Located Office Change (PCO 005, 057) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 20 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,"CO 20 - 020_CO Located Office Change (PCO 005, 057) (Executed)",CO 20,LOW,Change Orders,MISSING,0.0,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/020_CO Located Office Change (PCO 005, 057) (Executed)"
720,021_CCMP Extension Date (PCO 029) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 21 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 21 - 021_CCMP Extension Date (PCO 029) (Executed),CO 21,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/021_CCMP Extension Date (PCO 029) (Executed)
722,023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 23 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 23 - 023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed),CO 23,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed)
723,024_WABS Time Histories (PCO 082) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 24 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 24 - 024_WABS Time Histories (PCO 082) (Executed),CO 24,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/024_WABS Time Histories (PCO 082) (Executed)
724,025_WABS Columns (PCO 093) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 25 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 25 - 025_WABS Columns (PCO 093) (Executed),CO 25,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/025_WABS Columns (PCO 093) (Executed)
728,029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 29 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 29 - 029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed),CO 29,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed)
702,003_Foster Island Irrg Water Supp (PCO 028) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 3 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 3 - 003_Foster Island Irrg Water Supp (PCO 028) (Executed),CO 3,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/003_Foster Island Irrg Water Supp (PCO 028) (Executed)
730,031_Cell Tower ITS Conflict (PCO 091) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 31 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 31 - 031_Cell Tower ITS Conflict (PCO 091) (Executed),CO 31,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/031_Cell Tower ITS Conflict (PCO 091) (Executed)
731,032_Sign Height (PCO 111) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 32 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 32 - 032_Sign Height (PCO 111) (Executed),CO 32,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/032_Sign Height (PCO 111) (Executed)
732,033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 33 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 33 - 033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed),CO 33,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed)
733,034_Force Account Markup Change (PCO 112) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 34 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 34 - 034_Force Account Markup Change (PCO 112) (Executed),CO 34,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/034_Force Account Markup Change (PCO 112) (Executed)
734,035_Electrical Conduits on Girders (PCO 117) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 35 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 35 - 035_Electrical Conduits on Girders (PCO 117) (Executed),CO 35,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/035_Electrical Conduits on Girders (PCO 117) (Executed)
736,037_North Street Closure (PCO 104) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 37 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 37 - 037_North Street Closure (PCO 104) (Executed),CO 37,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/037_North Street Closure (PCO 104) (Executed)
738,039_ATC 001 Adjustments (PCO 125) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 39 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 39 - 039_ATC 001 Adjustments (PCO 125) (Executed),CO 39,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/039_ATC 001 Adjustments (PCO 125) (Executed)
703,"004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 4 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,"CO 4 - 004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)",CO 4,LOW,Change Orders,MISSING,0.0,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)"
741,042_Interpretive Signs (VOIDED),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 42 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 42 - 042_Interpretive Signs (VOIDED),CO 42,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/042_Interpretive Signs (VOIDED)
743,"044R1_Interpretive Signs-Bus Shelters (PCO 071, 137) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 44 - No folder found for this CO number. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 44 - MISSING,CO 44,LOW,Change Orders,MISSING,0.0,,
704,005_RSUP Cover Plates (PCO 001) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 5 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 5 - 005_RSUP Cover Plates (PCO 001) (Executed),CO 5,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/005_RSUP Cover Plates (PCO 001) (Executed)
705,006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 6 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 6 - 006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed),CO 6,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed)
706,007_Adjust Contract Dates (PCO 067) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 7 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 7 - 007_Adjust Contract Dates (PCO 067) (Executed),CO 7,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/007_Adjust Contract Dates (PCO 067) (Executed)
707,008_CWA Amendment 1 (PCO 063) (Executed),1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 8 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,CO 8 - 008_CWA Amendment 1 (PCO 063) (Executed),CO 8,LOW,Change Orders,MISSING,0.0,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/008_CWA Amendment 1 (PCO 063) (Executed)
708,"009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)",1. Change Orders and Supplemental Agreements,1 - Change Orders,Reviewed,CO 9 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,"CO 9 - 009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)",CO 9,LOW,Change Orders,MISSING,0.0,,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)"
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 1.pdf,A3,LOW,Project Administration,.PDF,24.47,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 1.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 2.pdf,A3,LOW,Project Administration,.PDF,23.89,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 2.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 3.pdf,A3,LOW,Project Administration,.PDF,15.88,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 3.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 4.pdf,A3,LOW,Project Administration,.PDF,15.72,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 4.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 5.pdf,A3,LOW,Project Administration,.PDF,10.85,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 5.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Aerial Photo 6.pdf,A3,LOW,Project Administration,.PDF,12.2,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 6.pdf
051,Appendices List,7. RFP Appendices (Contract Documents),7 - Appendices: A - Project Files,Needs Review,,Appendix A1.pdf,A1,LOW,Project Administration,.PDF,0.53,2022-10-05,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A1/Appendix A1.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G1.pdf,G1,LOW,Design Documents,.PDF,2.8,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G1/Appendix G1.pdf
