Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U10,U10.P Cover Sheet.pdf,Appendix U10/Appendix U10.P,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U10/Appendix U10.P/U10.P Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U12,U12 Cover Sheet.pdf,Appendix U12,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U12/U12 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2 Cover Sheet.pdf,Appendix U2,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/U2 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.A Cover Sheet.pdf,Appendix U2/Appendix U2.A,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.A/U2.A Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.A.1 Cover Sheet.pdf,Appendix U2/Appendix U2.A/Appendix U2.A.1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.A/Appendix U2.A.1/U2.A.1 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.B Cover Sheet.pdf,Appendix U2/Appendix U2.B,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.B/U2.B Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.B.1 Cover Sheet.pdf,Appendix U2/Appendix U2.B/Appendix U2.B.1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.B/Appendix U2.B.1/U2.B.1 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.B.2 Cover Sheet.pdf,Appendix U2/Appendix U2.B/Appendix U2.B.2,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.B/Appendix U2.B.2/U2.B.2 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.C Cover Sheet.pdf,Appendix U2/Appendix U2.C,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.C/U2.C Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.C.1 Cover Sheet.pdf,Appendix U2/Appendix U2.C/Appendix U2.C.1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.C/Appendix U2.C.1/U2.C.1 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.C.2 Cover Sheet.pdf,Appendix U2/Appendix U2.C/Appendix U2.C.2,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.C/Appendix U2.C.2/U2.C.2 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.D Cover Sheet.pdf,Appendix U2/Appendix U2.D,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.D/U2.D Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.D.1 Cover Sheet.pdf,Appendix U2/Appendix U2.D/Appendix_U2.D.1,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.D/Appendix_U2.D.1/U2.D.1 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U2,U2.D.2 Cover Sheet.pdf,Appendix U2/Appendix U2.D/Appendix_U2.D.2,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U2/Appendix U2.D/Appendix_U2.D.2/U2.D.2 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U3,U3 Cover Sheet.pdf,Appendix U3,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U3/U3 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U3,U3.A Cover Sheet.pdf,Appendix U3/Appendix U3.A,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U3/Appendix U3.A/U3.A Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U3,U3.B Cover Sheet.pdf,Appendix U3/Appendix U3.B,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U3/Appendix U3.B/U3.B Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U4,U4 Cover Sheet.pdf,Appendix U4,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U4/U4 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U5,U5 Cover Sheet.pdf,Appendix U5,.PDF,0.1,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U5/U5 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U6,U6 Cover Sheet.pdf,Appendix U6,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U6/U6 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U8,U8 Cover Sheet.pdf,Appendix U8,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U8/U8 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U9,U9 Cover Sheet.pdf,Appendix U9,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U9/U9 Cover Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U9,U9.A_Cover_Sheet.pdf,Appendix U9/Appendix U9.A,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U9/Appendix U9.A/U9.A_Cover_Sheet.pdf
558,MEDIUM,Not Started,Utilities,7 - Appendices: U - Utilities,U9,U9.B_Cover_Sheet.pdf,Appendix U9/Appendix U9.B,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/U - Utilities/Appendix U9/Appendix U9.B/U9.B_Cover_Sheet.pdf
712,LOW,Reviewed,Change Orders,1 - Change Orders,CO 13,C9015 CO 013 ML Fire Suppression & Ltg Mods - signed.pdf,013_ML Fire Supp & Ltg Mods (Nine PCO's) (Executed),.PDF,1.71,2021-08-12,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/013_ML Fire Supp & Ltg Mods (Nine PCO's) (Executed)/Executed CO (Final Docs)/C9015 CO 013 ML Fire Suppression & Ltg Mods - signed.pdf
721,LOW,Reviewed,Change Orders,1 - Change Orders,CO 22,C9015 CO 022 Temporary Sidewalk Reduction - signed.pdf,022_Temporary Sidewalk Reduction (PCO 064) (Executed),.PDF,0.39,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/022_Temporary Sidewalk Reduction (PCO 064) (Executed)/Executed CO (Final Docs)/C9015 CO 022 Temporary Sidewalk Reduction - signed.pdf
725,LOW,Reviewed,Change Orders,1 - Change Orders,CO 26,C9015 CO 026 Hard Copies and Flash Drives - signed.pdf,026_Hard Copies and Flash Drives (PCO 017) (Executed),.PDF,0.18,2020-08-12,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/026_Hard Copies and Flash Drives (PCO 017) (Executed)/Executed CO (Final Docs)/C9015 CO 026 Hard Copies and Flash Drives - signed.pdf
726,LOW,Reviewed,Change Orders,1 - Change Orders,CO 27,C9015 CO 027 Multiple Issue Resolution No. 1 - signed.pdf,027_Multiple Issue Resolution No. 1 (11 PCOs - See Log) (Executed),.PDF,1.01,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/027_Multiple Issue Resolution No. 1 (11 PCOs - See Log) (Executed)/Executed CO (Final Docs)/C9015 CO 027 Multiple Issue Resolution No. 1 - signed.pdf
727,LOW,Reviewed,Change Orders,1 - Change Orders,CO 28,C9015 CO 028 Digital Signatures - signed.pdf,028_Digital Signatures (PCO 034) (Executed),.PDF,0.83,2020-08-11,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/028_Digital Signatures (PCO 034) (Executed)/Executed CO (Final Docs)/C9015 CO 028 Digital Signatures - signed.pdf
729,LOW,Reviewed,Change Orders,1 - Change Orders,CO 30,C9015 CO 030 Baebler and Giordano TCEs - signed.pdf,030_Baebler and Giordano TCEs (PCO 096) (Executed),.PDF,3.48,2021-02-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/030_Baebler and Giordano TCEs (PCO 096) (Executed)/Executed CO (Final Docs)/C9015 CO 030 Baebler and Giordano TCEs - signed.pdf
735,LOW,Reviewed,Change Orders,1 - Change Orders,CO 36,C9015 CO 036 COS Interconnect on Montlake - signed.pdf,036_COS Interconnect on Montlake (PCO 042) (Executed),.PDF,0.12,2021-04-08,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/036_COS Interconnect on Montlake (PCO 042) (Executed)/Executed CO (Final Docs)/C9015 CO 036 COS Interconnect on Montlake - signed.pdf
737,LOW,Reviewed,Change Orders,1 - Change Orders,CO 38,C9015 CO 038 Addl Existing Bridge As-Builts - signed.pdf,038_Addl Existing Bridge As-Builts (PCO 132) (Executed),.PDF,24.76,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/038_Addl Existing Bridge As-Builts (PCO 132) (Executed)/Executed CO (Final Docs)/C9015 CO 038 Addl Existing Bridge As-Builts - signed.pdf
739,LOW,Reviewed,Change Orders,1 - Change Orders,CO 40,C9015 CO 040 Steel Casing for 54 Waterline - signed.pdf,040_Steel Casing for 54 in. Waterline (PCO 130) (Executed),.PDF,0.21,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/040_Steel Casing for 54 in. Waterline (PCO 130) (Executed)/Executed CO (Final Docs)/C9015 CO 040 Steel Casing for 54 Waterline - signed.pdf
740,LOW,Reviewed,Change Orders,1 - Change Orders,CO 41,C9015 CO 041 WABN Settlement Monitoring - signed.pdf,041_WABN Settlement Monitoring (PCO 119) (Executed),.PDF,0.52,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/041_WABN Settlement Monitoring (PCO 119) (Executed)/Executed CO (Final Docs)/C9015 CO 041 WABN Settlement Monitoring - signed.pdf
742,LOW,Reviewed,Change Orders,1 - Change Orders,CO 43,C9015 CO 043 Guardrail on MR Line - signed.pdf,043_Guardrail on MR Line (PCO 122) (Executed),.PDF,0.3,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/043_Guardrail on MR Line (PCO 122) (Executed)/Executed CO (Final Docs)/C9015 CO 043 Guardrail on MR Line - signed.pdf
744,LOW,Reviewed,Change Orders,1 - Change Orders,CO 45,C9015 CO 045 Maturity Meters - signed.pdf,045_Maturity Meters (PCO 148) (Executed),.PDF,0.38,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/045_Maturity Meters (PCO 148) (Executed)/Executed CO (Final Docs)/C9015 CO 045 Maturity Meters - signed.pdf
745,LOW,Reviewed,Change Orders,1 - Change Orders,CO 46,C9015 CO 046 ML Early Use_PBB Conn Trail - signed.pdf,"046_ML Early Use-PBB Conn Trail (PCO 076, 080) (Executed)",.PDF,0.32,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/046_ML Early Use-PBB Conn Trail (PCO 076, 080) (Executed)/Executed CO (Final Docs)/C9015 CO 046 ML Early Use_PBB Conn Trail - signed.pdf"
746,LOW,Reviewed,Change Orders,1 - Change Orders,CO 47,C9015 CO 047 76 Gas Station Debranding - signed.pdf,047_76 Gas Station Debranding (PCO 126) (Executed),.PDF,2.25,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/047_76 Gas Station Debranding (PCO 126) (Executed)/Executed CO (Final Docs)/C9015 CO 047 76 Gas Station Debranding - signed.pdf
748,LOW,Reviewed,Change Orders,1 - Change Orders,CO 49,C9015 CO 049 Conduit Re-routing - signed.pdf,049_Conduit Re-routing (PCO 159) (Executed),.PDF,0.15,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/049_Conduit Re-routing (PCO 159) (Executed)/Executed CO (Final Docs)/C9015 CO 049 Conduit Re-routing - signed.pdf
747,LOW,Reviewed,Change Orders,1 - Change Orders,CO 48,CO 048 Radiographic & Mag. Part. Insp. - signed.pdf,048_Radiographic & Mag. Part. Insp (PCO 129) (Executed),.PDF,1.2,2020-06-23,,Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/048_Radiographic & Mag. Part. Insp (PCO 129) (Executed)/Executed CO (Final Docs)/CO 048 Radiographic & Mag. Part. Insp. - signed.pdf
700,LOW,Reviewed,Change Orders,1 - Change Orders,CO 1,CO 1 - 001_WABN Plant Establishment (PCO 015) (Executed),001_WABN Plant Establishment (PCO 015) (Executed),MISSING,0.0,,,CO 1 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/001_WABN Plant Establishment (PCO 015) (Executed)
709,LOW,Reviewed,Change Orders,1 - Change Orders,CO 10,CO 10 - 010_WABS Girder Line (PCO 038) (Executed),010_WABS Girder Line (PCO 038) (Executed),MISSING,0.0,,,CO 10 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/010_WABS Girder Line (PCO 038) (Executed)
710,LOW,Reviewed,Change Orders,1 - Change Orders,CO 11,CO 11 - 011_Incentive Award Program Change (PCO 078) (Executed),011_Incentive Award Program Change (PCO 078) (Executed),MISSING,0.0,,,CO 11 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/011_Incentive Award Program Change (PCO 078) (Executed)
711,LOW,Reviewed,Change Orders,1 - Change Orders,CO 12,CO 12 - 012_Crosswalks (PCO 084) (Executed),012_Crosswalks (PCO 084) (Executed),MISSING,0.0,,,CO 12 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/012_Crosswalks (PCO 084) (Executed)
713,LOW,Reviewed,Change Orders,1 - Change Orders,CO 14,CO 14 - 014_TS Controller Submittal Sheet (PCO 072) (Executed),014_TS Controller Submittal Sheet (PCO 072) (Executed),MISSING,0.0,,,CO 14 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/014_TS Controller Submittal Sheet (PCO 072) (Executed)
714,LOW,Reviewed,Change Orders,1 - Change Orders,CO 15,"CO 15 - 015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)","015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)",MISSING,0.0,,,CO 15 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)"
715,LOW,Reviewed,Change Orders,1 - Change Orders,CO 16,CO 16 - 016_Stormwater Sampling (PCO 068) (Executed),016_Stormwater Sampling (PCO 068) (Executed),MISSING,0.0,,,CO 16 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/016_Stormwater Sampling (PCO 068) (Executed)
716,LOW,Reviewed,Change Orders,1 - Change Orders,CO 17,"CO 17 - 017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)","017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)",MISSING,0.0,,,CO 17 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)"
717,LOW,Reviewed,Change Orders,1 - Change Orders,CO 18,CO 18 - 018_Field Office Water and Sewer Connection (PCO 066) (Executed),018_Field Office Water and Sewer Connection (PCO 066) (Executed),MISSING,0.0,,,CO 18 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/018_Field Office Water and Sewer Connection (PCO 066) (Executed)
718,LOW,Reviewed,Change Orders,1 - Change Orders,CO 19,CO 19 - 019_Storefront (PCO 056) (Executed),019_Storefront (PCO 056) (Executed),MISSING,0.0,,,CO 19 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/019_Storefront (PCO 056) (Executed)
701,LOW,Reviewed,Change Orders,1 - Change Orders,CO 2,CO 2 - 002_Apprentice Util Plan Submittal (PCO 032) (Executed),002_Apprentice Util Plan Submittal (PCO 032) (Executed),MISSING,0.0,,,CO 2 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/002_Apprentice Util Plan Submittal (PCO 032) (Executed)
719,LOW,Reviewed,Change Orders,1 - Change Orders,CO 20,"CO 20 - 020_CO Located Office Change (PCO 005, 057) (Executed)","020_CO Located Office Change (PCO 005, 057) (Executed)",MISSING,0.0,,,CO 20 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/020_CO Located Office Change (PCO 005, 057) (Executed)"
720,LOW,Reviewed,Change Orders,1 - Change Orders,CO 21,CO 21 - 021_CCMP Extension Date (PCO 029) (Executed),021_CCMP Extension Date (PCO 029) (Executed),MISSING,0.0,,,CO 21 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/021_CCMP Extension Date (PCO 029) (Executed)
722,LOW,Reviewed,Change Orders,1 - Change Orders,CO 23,CO 23 - 023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed),023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed),MISSING,0.0,,,CO 23 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed)
723,LOW,Reviewed,Change Orders,1 - Change Orders,CO 24,CO 24 - 024_WABS Time Histories (PCO 082) (Executed),024_WABS Time Histories (PCO 082) (Executed),MISSING,0.0,,,CO 24 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/024_WABS Time Histories (PCO 082) (Executed)
